核准編號,行政區,里別,臺北市核准地點,團體名稱,電話,經度,緯度
503,中山區,中央,伊通街與長春路電箱下,臺北市視障藝文發展協會,(02)25912695,121.5349775,25.0547531
504,中山區,龍洲,長春路327巷口,臺北市視障藝文發展協會,(02)25912695,121.5435139,25.0546696
505,松山區,民有,復興北路361巷30號對面中山國中圍牆邊,臺北市視障藝文發展協會,(02)25912695,121.5465559,25.0604801
506,大安區,芳和,嘉興街319號對面電箱旁,臺北市視障藝文發展協會,(02)25912695,121.5534606,25.0226568
507,大安區,臨江,臨江街40巷59號旁,臺北市視障藝文發展協會,(02)25912695,121.5554823,25.0285201
508,大安區,臨江,通化街123巷2號旁,臺北市視障藝文發展協會,(02)25912695,121.5542089,25.0291894
509,中山區,下埤,復興北路514巷66號對面電箱旁,臺北市視障藝文發展協會,(02)25912695,121.5411254,25.0660051
510,信義區,黎平,崇德街38巷27號旁,臺北市視障藝文發展協會,(02)25912695,121.5545134,25.0233576
511,中山區,下埤,龍江路457巷口,臺北市視障藝文發展協會,(02)25912695,121.541106,25.0675789
512,萬華區,綠堤,環河南路2段與長順街口,臺北市視障藝文發展協會,(02)25912695,121.4908307,25.0312399
513,大安區,德安,大安路1段235號旁,臺北市視障藝文發展協會,(02)25912695,121.5461308,25.0342449
514,松山區,莊敬,撫遠街389巷口樹下,臺北市視障藝文發展協會,(02)25912695,121.5678386,25.0651988
515,松山區,莊敬,民權東路5段1號與撫遠街376-400巷口,臺北市視障藝文發展協會,(02)25912695,121.5647178,25.0635227
516,信義區,永春,永吉路502巷3號旁,臺北市視障藝文發展協會,(02)25912695,121.5800621,25.0448066
517,松山區,新聚,八德路4段289之4號對面,臺北市視障藝文發展協會,(02)25912695,121.5662326,25.0493418
518,士林區,德行,中山北路5段811巷(福國路15巷停車場旁),臺北市視障藝文發展協會,(02)25912695,121.5245926,25.1008998
519,士林區,德華,福華路141巷2號前電線桿下,臺北市視障藝文發展協會,(02)25912695,121.5222481,25.1028882
520,大安區,民炤,新生南路1段165巷35號斜對面,臺北市視障藝文發展協會,(02)25912695,121.5360153,25.03419927
521,大安區,華聲,延吉街131巷1弄34號對面,臺北市視障藝文發展協會,(02)25912695,121.534456,25.048934
522,大安區,光武,大安路1段19巷24號旁,臺北市視障藝文發展協會,(02)25912695,121.534994,25.05065
523,信義區,黎平,信安街149號旁,臺北市視障藝文發展協會,(02)25912695,121.54219,25.06714
524,信義區,黎安,和平東路3段509巷4號公佈欄,臺北市視障藝文發展協會,(02)25912695,121.54122,25.06321
525,大安區,光信,光復南路420巷1弄口,臺北市視障藝文發展協會,(02)25912695,121.582258,25.079034
526,中正區,廈安,莒光路44號旁小公園,台北市角落關懷協會,(02)25537117,121.5055183,25.03141798
527,大同區,雙連,寧夏路89號大同分局對面電箱旁,台北市角落關懷協會,(02)25537117,121.5150643,25.05933633
528,大同區,永樂,甘谷街44號前路燈下,台北市角落關懷協會,(02)25537117,121.5105993,25.05295416
529,信義區,新仁,忠孝東路4段559巷與基隆路1段172巷交叉口人行道,台北市角落關懷協會,(02)25537117,121.5636841,25.04330178
530,信義區,敦厚,永吉路30巷12弄5號,台北市角落關懷協會,(02)25537117,121.5687607,25.0451275
531,信義區,安康,虎林街164巷28號對面中全公園,台北市角落關懷協會,(02)25537117,121.5757024,25.03876751
532,信義區,三張,松仁路228巷口,台北市角落關懷協會,(02)25537117,121.5689214,25.0256186
533,信義區,松光,林口街82號公園前人行道,台北市角落關懷協會,(02)25537117,121.5792451,25.03941365
534,南港區,舊莊,舊莊街1段145巷底公園,台北市角落關懷協會,(02)25537117,121.6190723,25.04327415
535,南港區,東新,重陽路166巷口,台北市角落關懷協會,(02)25537117,121.6010577,25.05732291
536,南港區,中研,研究院路2段61巷3弄口,台北市角落關懷協會,(02)25537117,121.6166367,25.04315727
537,大安區,誠安,忠孝東路3段251巷6弄底誠安公園圍牆旁,台北市角落關懷協會,(02)25537117,121.5411667,25.0426684
538,大安區,黎元,安居街55號旁,台北市角落關懷協會,(02)25537117,121.5749544,25.0196588
539,大安區,黎元,安居街121號之1,台北市角落關懷協會,(02)25537117,121.5518977,25.01827756
540,信義區,景新,莊敬路239巷12號對面(1弄路口) ,台北市角落關懷協會,(02)25537117,121.5630116,25.02999655
541,信義區,景勤,吳興街156巷61號對面人行道,台北市角落關懷協會,(02)25537117,121.5593489,25.0282149
542,中正區,忠勤,南海路103號,台北市角落關懷協會,(02)25537117,121.5076462,25.027939
543,大安區,虎嘯,敦化南路2段293巷人行道旁,台北市角落關懷協會,(02)25537117,121.549008,25.02394715
544,大安區,義安,敦化南路2段81巷45弄3號旁,台北市角落關懷協會,(02)25537117,121.5505222,25.03028417
546,士林區,明勝,承德路4段5臨之2對面人行道,台北市角落關懷協會,(02)25537117,121.5219738,25.07944746
547,士林區,明勝,承德路4段6巷口承德橋下橋墩,台北市角落關懷協會,(02)25537117,121.5212944,25.07900072
548,大安區,敦安,仁愛路4段122巷底與信義路4段,台北市角落關懷協會,(02)25537117,121.5503413,25.03351807
549,信義區,景勤,信安街50號對面公園轉角,台北市角落關懷協會,(02)25537117,121.5582503,25.02706951
550,信義區,景勤,信安街底吳興街156巷33弄交叉口,台北市角落關懷協會,(02)25537117,121.5606099,25.02772426
551,信義區,景勤,吳興街156巷40弄2號對面公園轉角,台北市角落關懷協會,(02)25537117,121.5597628,25.02836377
556,南港區,鴻福,中坡南路49巷口公園前(號誌控制器旁),台北市行無礙資源推廣協會,(02)25994649,121.5817863,25.0434328
557,大同區,星明,太原路183巷口牆邊,台北市行無礙資源推廣協會,(02)25994649,121.5114951,25.0526212
558,信義區,六藝,永吉路182號(永吉路及永吉路180巷交叉口)人行道,台北市行無礙資源推廣協會,(02)25994649,121.5688763,25.0445638
560,中正區,文盛,羅斯福路3段210巷8弄口變電箱下,台北市行無礙資源推廣協會,(02)25994649,121.527398,25.0178461
561,信義區,安康,信義路6段15巷18弄6號對面路燈邊,台北市行無礙資源推廣協會,(02)25994649,121.5729721,25.0354791
562,信義區,黎順,崇德街96號對面變電箱旁人行道,台北市行無礙資源推廣協會,(02)25994649,121.5530789,25.024157
563,南港區,東新,興南街與興南街64巷口,台北市行無礙資源推廣協會,(02)25994649,121.5664653,25.0434755
564,信義區,安康,信義路6段63號邊,台北市行無礙資源推廣協會,(02)25994649,121.574472,25.0353861
565,南港區,九如,研究院路3段68巷口永思橋邊,台北市行無礙資源推廣協會,(02)25994649,121.6124163,25.0358873
566,南港區,東新,興南街60巷27號對面變電箱邊,台北市行無礙資源推廣協會,(02)25994649,121.6016023,25.0559428
567,南港區,舊莊,大坑街與合順街口(56號電線桿邊),台北市行無礙資源推廣協會,(02)25994649,121.6172259,25.0429748
568,信義區,雙和,吳興街284巷22弄92號(黎雙公園)人行道,台北市行無礙資源推廣協會,(02)25994649,121.5589576,25.0235593
569,中正區,林興,水源路35巷與33巷口(守望相助亭),台北市行無礙資源推廣協會,(02)25994649,121.5208319,25.0178702
570,南港區,玉成,東新街6-7號(玉東親民園旁),台北市行無礙資源推廣協會,(02)25994649,121.4922135,25.0506739
571,信義區,六藝,松信路96號邊變電箱,台北市行無礙資源推廣協會,(02)25994649,121.5720024,25.04478115
572,信義區,景聯,吳興街118號旁,台北市行無礙資源推廣協會,(02)25994649,121.5611034,25.0300084
573,南港區,玉成,南港路3段338號,台北市行無礙資源推廣協會,(02)25994649,121.580695,25.051602
574,南港區,中研,研究院路2段12巷57弄口,台北市行無礙資源推廣協會,(02)25994649,121.6137571,25.04752903
575,文山區,萬美,萬利街4號旁,台北市行無礙資源推廣協會,(02)25994649,121.56633,25.00061
576,中正區,永昌,詔安街157號對面,台北市行無礙資源推廣協會,(02)25994649,121.51344,25.02614
577,內湖區,大湖,大湖山莊街151巷底（土地公廟前）,台北市行無礙資源推廣協會,(02)25994649,121.602339,25.086977
578,內湖區,寶湖,文德路73號（內湖路2段122巷）,台北市行無礙資源推廣協會,(02)25994649,121.58226,25.07905
579,文山區,萬美,萬寧街36巷公車站牌旁,台北市行無礙資源推廣協會,(02)25994649,121.5655036,25.00338594
586,中山區,正義,長安東路1段35號旁電箱,台北市彩虹心服務協會,(02)25060676,121.5250743,25.0492709
587,中山區,正義,新生北路1段108之2號,台北市彩虹心服務協會,(02)25060676,121.5282827,25.0495641
588,中山區,正義,南京東路1段132巷和林森北路159巷交叉口,台北市彩虹心服務協會,(02)25060676,121.5271385,25.0513809
589,大同區,光能,承德路2段1巷6號 (建成公園邊),台北市彩虹心服務協會,(02)25060676,121.518163,25.05367384
590,大同區,南芳,延平北路圓環邊(延平北路2段286之1號對面),台北市彩虹心服務協會,(02)25060676,121.5106933,25.0626881
591,大同區,南芳,涼州街96號對面電箱旁,台北市彩虹心服務協會,(02)25060676,121.510113,25.0605492
592,大同區,大有,民樂街167巷電線桿旁(大稻埕公園邊),台北市彩虹心服務協會,(02)25060676,121.5107495,25.0588863
593,大同區,保安,哈密街68巷電箱旁,台北市彩虹心服務協會,(02)25060676,121.5182509,25.0726536
594,大同區,保安,哈密街45巷11號對面轉角,台北市彩虹心服務協會,(02)25060676,121.517366,25.074519
595,大同區,鄰江,迪化街2段290號對面邊,台北市彩虹心服務協會,(02)25060676,121.5117501,25.0712351
596,大同區,鄰江,重慶北路3段252巷20號的對面電箱,台北市彩虹心服務協會,(02)25060676,121.5128535,25.0712118
597,大同區,朝陽,延平北路2段43巷內,台北市彩虹心服務協會,(02)25060676,121.5121573,25.0551549
598,大同區,朝陽,重慶北路2段46巷6號旁,台北市彩虹心服務協會,(02)25060676,121.513789,25.055275
599,大同區,老師,迪化街2段364巷25弄口對面牆邊,台北市彩虹心服務協會,(02)25060676,121.5118846,25.0732643
600,大同區,雙連,寧夏路84號旁牆邊,台北市彩虹心服務協會,(02)25060676,121.5150251,25.0583613
601,大安區,民輝,仁愛路3段5巷3弄18號對面公園,台北市彩虹心服務協會,(02)25060676,121.5346587,25.0395531
602,大同區,永樂,貴德街45號路燈下,台北市彩虹心服務協會,(02)25060676,121.5083284,25.0543784
603,中正區,板溪,晉江街4巷4號對面,台北市彩虹心服務協會,(02)25060676,121.5209737,25.0260892
604,中正區,板溪,同安街28巷10號牆邊,台北市彩虹心服務協會,(02)25060676,121.5211868,25.0247523
605,中正區,板溪,和平西路1段36號旁,台北市彩虹心服務協會,(02)25060676,121.5203241,25.0264846
606,中正區,板溪,牯嶺街95巷與同安街28巷交叉口（聖道堂電箱旁),台北市彩虹心服務協會,(02)25060676,121.5218662,25.0246998
607,大同區,大有,民生西路423巷25號,台北市彩虹心服務協會,(02)25060676,121.5085854,25.05773809
608,大安區,芳和,樂業街72巷27號對面,台北市彩虹心服務協會,(02)25060676,121.5499082,25.0211526
609,大同區,大有,民生西路與民生西路423巷機車停車位旁,台北市彩虹心服務協會,(02)25060676,121.50868,25.05716
610,大同區,老師,敦煌路205號旁邊的電箱旁,台北市彩虹心服務協會,(02)25060676,121.5097347,25.0769768
616,中正區,河堤,金門街26號旁,台北市史懷哲慈善會,(02)25429529,121.5229668,25.0215092
617,松山區,新聚,南京東路5段286號旁,台北市史懷哲慈善會,(02)25429529,121.5672382,25.0512375
618,松山區,新聚,八德路4段335號旁,台北市史懷哲慈善會,(02)25429529,121.5673864,25.0493015
619,松山區,東勢,南京東路4段77號旁,台北市史懷哲慈善會,(02)25429529,121.5537145,25.0518553
620,松山區,富泰,延壽街101號前,台北市史懷哲慈善會,(02)25429529,121.566007,25.0571903
621,松山區,鵬程,延壽街72巷8-3號對面,台北市史懷哲慈善會,(02)25429529,121.5655173,25.05578756
622,大同區,至聖,承德路3段247巷口,台北市史懷哲慈善會,(02)25429529,121.5187992,25.07117957
623,松山區,復建,八德路3段194號旁,台北市史懷哲慈善會,(02)25429529,121.5562475,25.04783581
624,文山區,興福,景興路67巷8號對面,台北市史懷哲慈善會,(02)25429529,121.5453418,24.99634127
625,內湖區,安泰,安泰街125巷口對面山壁邊,台北市史懷哲慈善會,(02)25429529,121.616243,25.0768464
626,中山區,劍潭,通北街143號公布欄旁,台北市史懷哲慈善會,(02)25429529,121.5378415,25.08515117
627,中山區,劍潭,通北街124巷,台北市史懷哲慈善會,(02)25429529,121.537675,25.08356112
628,中正區,東門,丹陽街16號前變電箱旁,台北市史懷哲慈善會,(02)25429529,121.5244556,25.03928033
629,內湖區,安泰,安泰街68巷7號旁,台北市史懷哲慈善會,(02)25429529,121.6163014,25.07560866
630,內湖區,安泰,安泰街51巷口,台北市史懷哲慈善會,(02)25429529,121.6172507,25.07418956
646,南港區,新富,研究院路1段65巷12號正前方小公園角落,臺北市私立育成裕民發展中心,(02)27068686,121.6170571,25.0527313
647,北投區,智仁,中和街525巷口公告欄旁,臺北市私立育成裕民發展中心,(02)27068686,121.4935674,25.1449043
648,北投區,文化,文化3路101號後側欄杆旁,臺北市私立育成裕民發展中心,(02)27068686,121.4989677,25.1404884
649,北投區,振華,榮華3路與懷德街口,臺北市私立育成裕民發展中心,(02)27068686,121.5198448,25.1142362
650,大安區,敦煌,安和路1段127巷14號旁,臺北市私立育成裕民發展中心,(02)27068686,121.5532873,25.0345287
651,大安區,法治,樂利路11巷32號通化街交會處,臺北市私立育成裕民發展中心,(02)27068686,121.5524581,25.0282723
652,大安區,建倫,安和路1段49巷9號旁邊,臺北市私立育成裕民發展中心,(02)27068686,121.5515993,25.0385566
653,大安區,臥龍,辛亥路3段55號(大安運動中心前),臺北市私立育成裕民發展中心,(02)27068686,121.54566,25.02101
654,松山區,福成,敦化南路1段100巷9號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5481575,25.0461643
655,大安區,黎元,臥龍街188巷42-3號對面臥龍公園角落旁,臺北市私立育成裕民發展中心,(02)27068686,121.5505246,25.0164726
656,北投區,立賢,承德路7段280巷6弄7號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5063954,25.1160225
657,大安區,虎嘯,敦化南路2段172巷8弄5號,臺北市私立育成裕民發展中心,(02)27068686,121.54795,25.02388
658,北投區,立賢,吉利街58巷2號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5049317,25.1181241
659,大安區,黎元,臥龍街199號里公告欄旁,臺北市私立育成裕民發展中心,(02)27068686,121.5509903,25.023667
660,文山區,試院,和興街44巷口,臺北市私立育成裕民發展中心,(02)27068686,121.5472593,24.9849761
661,文山區,萬有,羅斯福路6段159巷9號3福街交叉口,臺北市私立育成裕民發展中心,(02)27068686,121.5417948,24.9975095
662,文山區,順興,忠順街2段22號超市旁,臺北市私立育成裕民發展中心,(02)27068686,121.5631899,24.9845849
663,文山區,萬隆,景福街54巷5弄2號旁,臺北市私立育成裕民發展中心,(02)27068686,121.5381326,24.9996702
664,士林區,芝山,陽明山仰德大道1段91巷旁,臺北市私立育成裕民發展中心,(02)27068686,121.549533,25.035417
665,大安區,臥龍,臥龍街62號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5476449,25.0214904
667,中正區,龍光,泉州街39號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5145524,25.0290388
668,中正區,幸福,齊東街66號前(齊東公園外圍電箱旁),臺北市私立育成裕民發展中心,(02)27068686,121.5280237,25.0418913
669,松山區,新東,民生東路5段260巷25號對面,臺北市私立育成裕民發展中心,(02)27068686,121.5672339,25.057665
670,北投區,榮華,明德路188巷口電機箱旁,臺北市私立育成裕民發展中心,(02)27068686,121.5216489,25.1115323
671,大安區,臥龍,復興南路2段389號旁,臺北市私立育成裕民發展中心,(02)27068686,121.5435799,25.02201
672,大安區,全安,安和路2段141號前,臺北市私立育成裕民發展中心,(02)27068686,121.5506688,25.0286952
673,大同區,至聖,承德路3段208巷17號巷口路燈下,臺北市私立育成裕民發展中心,(02)27068686,121.5174381,25.0705895
674,萬華區,壽德,長泰街2號,臺北市私立育成裕民發展中心,(02)27068686,121.50142,25.02336
675,士林區,翠山,中社路1段61巷公車站旁,臺北市私立育成裕民發展中心,(02)27068686,121.56068,25.10815
676,大同區,玉泉,南京西路293巷旁,台北市中風之友康復協會,(02)27644061,121.508,25.0534
677,中正區,林興,牯嶺街60巷口旁人行道,台北市中風之友康復協會,(02)27644061,121.5179,25.0278
679,大安區,義安,仁愛路4段48巷與大安路1段175巷口,台北市中風之友康復協會,(02)27644061,121.426,25.0294
680,中正區,南福,南昌路2段1巷口,台北市中風之友康復協會,(02)27644061,121.488,25.0293
681,中正區,南福,南昌路2段42巷口,台北市中風之友康復協會,(02)27644061,121.488,25.0292
682,中正區,龍興,汀州路1段與三元街口,台北市中風之友康復協會,(02)27644061,121.506,25.0291
683,信義區,永吉,永吉路491巷9弄32號對面,台北市中風之友康復協會,(02)27644061,121.576,25.0465
684,信義區,永吉,中坡北路與松山路119巷口,台北市中風之友康復協會,(02)27644061,121.566,25.0464
685,大安區,龍坡,?州街18-3號對面,台北市中風之友康復協會,(02)27644061,121.522,25.023
686,文山區,順興,興隆路4段57巷口,台北市中風之友康復協會,(02)27644061,121.557,24.9896
687,文山區,明興,木柵路2段109巷25弄口,台北市中風之友康復協會,(02)27644061,121.544,24.9873
688,文山區,樟林,光輝路132號對面巷口,台北市中風之友康復協會,(02)27644061,121.552,24.9873
689,文山區,興得,興隆路3段與興德路口,台北市中風之友康復協會,(02)27644061,121.551,24.9982
690,文山區,景行,景中街與景後街口,台北市中風之友康復協會,(02)27644061,121.375,25.055
691,中山區,朱園,遼寧街右轉龍江路155巷口路燈桿與機車停車格間,台北市中風之友康復協會,(02)27644061,121.499,25.0547
692,大安區,通化,文昌街210巷8號旁,台北市中風之友康復協會,(02)27644061,121.499,25.05465
693,中山區,中山,長春路258巷2弄口,台北市中風之友康復協會,(02)27644061,121.537,25.0545
694,中正區,幸市,臨沂街8巷口,台北市中風之友康復協會,(02)27644061,121.524,25.0399
695,中正區,幸市,濟南路2段與臨沂街口,台北市中風之友康復協會,(02)27644061,121.5213,25.0406
696,中正區,幸市,濟南路2段與忠東路2段134巷口,台北市中風之友康復協會,(02)27644061,121.527,25.0391
697,中正區,幸市,濟南路2段62巷與120巷口,台北市中風之友康復協會,(02)27644061,121.527,25.03917
698,中正區,幸市,仁愛路2段65巷與臨沂街45巷,台北市中風之友康復協會,(02)27644061,121.527,25.0391
699,中山區,復華,興安街與遼寧街口,台北市中風之友康復協會,(02)27644061,121.539,25.0525
700,大安區,龍泉,和平東路1段188巷口前,台北市中風之友康復協會,(02)27644061,121.527,25.0527
726,內湖區,湖興,民權東路6段47巷10弄口(電箱旁),臺北市惠盲教育學會,(02)25530253,121.5855001,25.0695766
727,士林區,蘭雅,中山北路6段346號對面公園電箱旁,臺北市惠盲教育學會,(02)25530253,121.5239058,25.1115703
728,士林區,天山,中山北路7段14巷19號左邊電信箱旁,臺北市惠盲教育學會,(02)25530253,121.5484866,25.0895785
729,士林區,天山,中山北路7段14巷41號對面兩支電桿中間,臺北市惠盲教育學會,(02)25530253,121.530881,25.1197448
730,士林區,天母,中山北路7段219巷口,臺北市惠盲教育學會,(02)25530253,121.5305459,25.1320806
731,士林區,福華,通河街179巷1號右邊電信箱旁 ,臺北市惠盲教育學會,(02)25530253,121.5174043,25.081648
732,內湖區,西康,內湖路1段225巷,臺北市惠盲教育學會,(02)25530253,121.5626824,25.0829989
733,內湖區,湖興,成功路2段404號左邊電箱旁,臺北市惠盲教育學會,(02)25530253,121.5877617,25.0707111
734,士林區,社園,延平北路6段156號對面,臺北市惠盲教育學會,(02)25530253,121.5045364,25.0896305
735,中正區,永昌,中華路2段409巷口,臺北市惠盲教育學會,(02)25530253,121.5064688,25.0262632
736,中正區,忠勤,南海路140號對面,臺北市惠盲教育學會,(02)25530253,121.5052323,25.0268959
737,中正區,螢圃,牯嶺街84巷口,臺北市惠盲教育學會,(02)25530253,121.5164088,25.0261319
738,中正區,網溪,牯嶺街141號對面電箱旁,臺北市惠盲教育學會,(02)25530253,121.5169835,25.0229834
739,文山區,興邦,興隆路2段153巷6弄1號對面電桿旁,臺北市惠盲教育學會,(02)25530253,121.5503243,25.0012157
740,文山區,興邦,興隆路2段215-2號牆邊,臺北市惠盲教育學會,(02)25530253,121.5478973,25.0011006
741,中正區,網溪,同安街86巷1-1號旁,臺北市惠盲教育學會,(02)25530253,121.5179289,25.0219991
742,中正區,網溪,廈門街154號旁,臺北市惠盲教育學會,(02)25530253,121.5151469,25.0221039
743,士林區,福華,承德路4段28號旁(郵筒旁),臺北市惠盲教育學會,(02)25530253,121.5198049,25.0804234
744,士林區,福華,通河街325巷與通河東街1段交叉口(電箱旁),臺北市惠盲教育學會,(02)25530253,121.5156347,25.0812787
745,士林區,福華,和豐街口與通河東街1段(電線桿旁),臺北市惠盲教育學會,(02)25530253,121.5160166,25.0846167
746,文山區,萬美,萬美街1段與萬樂街口(萬芳13號公園),臺北市惠盲教育學會,(02)25530253,121.5629257,25.0013364
747,中正區,網溪,同安街78號對面,臺北市惠盲教育學會,(02)25530253,121.5189247,25.0235658
748,萬華區,雙園,興寧街70號旁（天主教聖女小德蘭朝聖地旁）,臺北市惠盲教育學會,(02)25530253,121.4996221,25.03216025
751,萬華區,福星,開封街2段36號對面樹下,台北市失能者服務協會,(02)25429529,121.5077989,25.04644922
752,萬華區,福星,漢口街2段83巷口,台北市失能者服務協會,(02)25429529,121.5050461,25.04664705
753,萬華區,菜園,長沙街2段與西園路1段變電箱下,台北市失能者服務協會,(02)25429529,121.5000854,25.04130479
754,中正區,螢圃,和平西路1段96號前,台北市失能者服務協會,(02)25429529,121.5181996,25.02673626
755,士林區,福中,福港街152號後,台北市失能者服務協會,(02)25429529,121.5178276,25.08762537
756,中正區,頂東,晉江街46之4號對面,台北市失能者服務協會,(02)25429529,121.5230852,25.02449355
757,松山區,新聚,寶清街21號電箱旁,台北市失能者服務協會,(02)25429529,121.5689416,25.0503301
758,北投區,大同,大興街9巷對面,台北市失能者服務協會,(02)25429529,121.4973085,25.13114966
759,北投區,永明,立農街2段294號對面,台北市失能者服務協會,(02)25429529,121.5164954,25.11883801
760,北投區,中心,珠海路2號旁,台北市失能者服務協會,(02)25429529,121.5017447,25.13777574
761,北投區,中和,中和街370巷口,台北市失能者服務協會,(02)25429529,121.4989512,25.14239089
762,北投區,中和,中和街441巷口,台北市失能者服務協會,(02)25429529,121.4973248,25.14389113
763,北投區,清江,崇仁路1段17巷口,台北市失能者服務協會,(02)25429529,121.5013015,25.12788196
764,北投區,永欣,石牌路2段324巷口,台北市失能者服務協會,(02)25429529,121.5228618,25.12266776
765,北投區,振華,明德路309號對面,台北市失能者服務協會,(02)25429529,121.5207215,25.11543087
766,北投區,文林,致遠一路1段21號,台北市失能者服務協會,(02)25429529,121.5176342,25.10771059
767,北投區,東華,立農街2段257號旁,台北市失能者服務協會,(02)25429529,121.5144944,25.11913877
768,士林區,葫蘆,延平北路5段257巷4弄口綠地旁,台北市失能者服務協會,(02)25429529,121.5089264,25.08495081
769,士林區,社園,永平街20巷11弄3號對面電桿旁,台北市失能者服務協會,(02)25429529,121.5057331,25.09052124
770,北投區,吉利,石牌路1段39巷88號(人行道),台北市失能者服務協會,(02)25429529,121.509713,25.11620033
771,信義區,三犁,信義路5段150巷310號東大排水溝旁,台北市失能者服務協會,(02)25429529,121.5695218,25.02725336
772,士林區,社新,延平北路6段115巷口,台北市失能者服務協會,(02)25429529,121.5081752,25.08893979
773,士林區,社新,社子街22巷65弄2號斜對面,台北市失能者服務協會,(02)25429529,121.505895,25.08705869
774,中正區,南門,延平南路169號對面和平醫院旁,台北市失能者服務協會,(02)25429529,121.5075456,25.03511945
775,士林區,社新,社子街25巷口,台北市失能者服務協會,(02)25429529,121.5080139,25.08783938
776,文山區,木新,木新路2段52號對面邊,臺北市愛盲協會,(02)26886212,121.57078,24.98617
777,文山區,興安,仙岩路16巷41弄口對面仙岩公園旁,臺北市愛盲協會,(02)26886212,121.54972,24.99763
778,文山區,興得,興隆路3段298巷與304巷交叉口,臺北市愛盲協會,(02)26886212,121.55861,24.99356
779,文山區,興旺,福興路78巷1弄底,臺北市愛盲協會,(02)26886212,121.55079,25.00561
780,文山區,興旺,興隆路2段275巷1弄口,臺北市愛盲協會,(02)26886212,121.55287,25.00249
781,文山區,萬祥,興隆路1段70巷口兩桿間,臺北市愛盲協會,(02)26886212,121.54063,25.00379
782,文山區,萬有,興隆路1段202巷公園旁,臺北市愛盲協會,(02)26886212,121.54334,25.00031
783,文山區,景華,羅斯福路6段279巷6號2桿間,臺北市愛盲協會,(02)26886212,121.54165,24.99488
784,大安區,法治,通化街184巷3號對面,臺北市愛盲協會,(02)26886212,121.55311,25.02704
785,大安區,法治,通化街200巷口變電箱旁,臺北市愛盲協會,(02)26886212,121.55247,25.02606
786,大安區,義安,安和路2段8號旁文昌街口,臺北市愛盲協會,(02)26886212,121.55228,25.03261
787,大安區,光明,杭州南路2段25巷15號對面,臺北市愛盲協會,(02)26886212,121.52443,25.03338
788,大安區,全安,安和路2段217巷口電氣設備旁,臺北市愛盲協會,(02)26886212,121.55024,25.02571
789,大安區,龍門,新生南路3段25巷口樹桿邊,臺北市愛盲協會,(02)26886212,121.53494,25.02448
790,大安區,龍淵,辛亥路2段155號旁,臺北市愛盲協會,(02)26886212,121.54041,25.02166
791,北投區,榮華,榮華里榮華一路與榮華三路兩電桿間,臺北市愛盲協會,(02)26886212,121.52454,25.11371
792,中正區,三愛,臨沂街61巷18之2號對面,臺北市愛盲協會,(02)26886212,121.53029,25.03661
793,中正區,三愛,新生南路1段160巷16號旁,臺北市愛盲協會,(02)26886212,121.53111,25.03458
794,中正區,三愛,臨沂街65巷11號邊,臺北市愛盲協會,(02)26886212,121.52983,25.03569
795,文山區,樟新,樟新街8巷底2桿間,臺北市愛盲協會,(02)26886212,121.55388,24.97959
796,文山區,樟腳,木新路3段243巷3弄7號斜對面,臺北市愛盲協會,(02)26886212,121.55937,24.98062
797,文山區,指南,指南路3段2巷入口橋邊,臺北市愛盲協會,(02)26886212,121.57951,24.98529
801,松山區,三民,三民路96巷口(電話亭旁),台北市身心障礙運動協會,(02)25912695,121.5648132,25.05730133
802,大同區,斯文,昌吉街33巷口,台北市身心障礙運動協會,(02)25912695,121.5168804,25.066065
803,大同區,揚雅,昌吉街61巷口,台北市身心障礙運動協會,(02)25912695,121.514811,25.06599975
804,大安區,建安,敦化南路1段187巷29號對面圍牆旁,台北市身心障礙運動協會,(02)25912695,121.5507325,25.04255816
805,大安區,新龍,建國南路2段151巷24號對面,台北市身心障礙運動協會,(02)25912695,121.5388692,25.02883605
806,大安區,龍泉,師大路39巷口右側5公尺旁,台北市身心障礙運動協會,(02)25912695,121.528611,25.02475002
807,中山區,興亞,長安東路2段35巷7號對面(長安國中側門旁),台北市身心障礙運動協會,(02)25912695,121.5314627,25.04903898
808,大安區,龍陣,瑞安街75號斜前方(電信設備旁),台北市身心障礙運動協會,(02)25912695,121.541037,25.02834106
809,士林區,大直,大直街62巷5弄口(大直街62巷5號旁),台北市身心障礙運動協會,(02)25912695,121.545,25.08305556
810,內湖區,五分,五分街14號對面人行道電話箱旁,台北市身心障礙運動協會,(02)25912695,121.6137628,25.06751133
811,內湖區,金湖,金湖路363巷15號對面電桿旁,台北市身心障礙運動協會,(02)25912695,121.6021173,25.07332793
812,內湖區,金湖,成功路5段420巷15到17號斜對面Ubike旁,台北市身心障礙運動協會,(02)25912695,121.6085368,25.07515805
813,內湖區,金湖,金湖路363巷與民權東路6段191巷交口,台北市身心障礙運動協會,(02)25912695,121.5995458,25.07298547
814,內湖區,東湖,東湖路119巷49弄44號對面樹旁,台北市身心障礙運動協會,(02)25912695,121.6160767,25.07014027
815,內湖區,東湖,康樂街110巷16弄26號對面廟旁(東湖4號公園),台北市身心障礙運動協會,(02)25912695,121.6181632,25.07025734
